hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
,0.0,0.0,,1.0,-2.35025,,0.29,0.0896,59.0,,147.0
17.0,0.0,0.0,0.0,-6.25,0.34,0.3485,0.33,17.2698625,60.0,86.0,146.0
18.0,0.0,0.0,0.0,2.0,0.34,0.3333,0.36,0.1343,30.0,71.0,-22.322812499999998
19.0,0.0,0.0,0.0,2.0,-2.35025,0.3333,0.36,0.1343,3.0,39.0,42.0
20.0,0.0,0.0,0.0,2.0,3.31015,0.3636,0.42,0.0,,30.0,42.0
21.0,0.0,0.0,0.0,2.0,0.32,,0.53,0.0,17.0,-5.7539375,56.0
22.0,,0.0,0.0,-6.25,0.32,0.303,0.57,0.2239,4.0,43.0,
23.0,0.0,0.0,,,0.3,0.303,0.61,0.1642,9.0,45.0,
,1.0,,0.0,2.0,0.34,0.303,0.42,0.3284,7.0,-12.616437499999998,37.3936875
1.0,1.0,-8.462499999999999,8.14,2.0,0.34,-2.875,0.42,,2.0,11.0,37.345012499999996
2.0,1.0,1.0,0.0,2.0,,0.303,,0.3284,1.0,3.0,4.0
3.0,1.0,1.0,0.0,2.0,0.34,0.303,0.42,0.2985,2.0,3.0,5.0
,1.0,1.0,0.0,1.0,0.32,0.3182,0.45,0.1642,1.0,0.0,1.0
-6.25,1.0,23.3200875,0.0,-6.25,0.34,0.3636,0.36,-10.116437499999998,1.0,2.0,3.0
,-11.225,1.0,0.0,9.75,,0.4242,0.26,0.2985,2.0,6.0,8.0
7.0,,1.0,0.0,2.0,0.42,0.4242,0.26,0.2836,3.0,16.0,
8.0,1.0,1.0,0.0,2.0,0.32,4.125,7.1,0.2985,7.0,56.0,-22.241687499999998
9.0,1.0,-8.462499999999999,0.0,2.0,0.32,-2.875,0.57,0.2836,,46.0,
10.0,,1.0,0.0,2.0,0.32,0.303,7.1,0.2537,29.0,,81.0
11.0,1.0,23.461875,0.0,2.0,0.32,0.3333,0.57,0.1045,20.0,70.0,90.0
12.0,1.0,,0.0,-6.25,0.32,0.3182,0.66,0.194,26.0,67.0,37.3936875
13.0,1.0,1.0,0.0,3.0,0.3,0.2727,0.81,0.3284,28.0,75.0,103.0
14.0,1.0,1.0,0.0,2.0,0.32,-2.875,0.76,0.2537,15.0,,116.0
15.0,1.0,,,2.0,3.31015,,0.7,0.4478,-11.1,76.0,87.0
16.0,1.0,1.0,0.0,-6.25,0.28,4.125,7.1,0.4179,8.0,48.0,56.0
12.785,1.0,1.0,0.0,2.0,,4.125,0.75,12.497037500000001,18.0,62.0,37.345012499999996
12.785,1.0,23.3200875,0.0,2.0,,,0.87,0.3582,2.0,64.0,66.0
19.0,18.335,1.0,-4.8999999999999995,2.0,0.24,0.2121,0.87,0.3582,0.0,49.0,49.0
,1.0,1.0,0.0,3.0,0.24,0.2121,0.81,-7.4950625,,-12.616437499999998,29.0
21.0,1.0,1.0,0.0,3.0,-2.35025,0.197,0.75,0.4478,1.0,33.0,34.0
22.0,1.0,1.0,8.14,3.0,0.2,0.1667,0.75,-10.116437499999998,0.0,11.0,11.0
23.0,1.0,-8.462499999999999,,3.0,0.2,0.1667,0.75,0.4179,,2.0,-22.241687499999998
12.785,18.335,2.0,1.0,2.0,0.12,0.1212,0.8,0.2836,0.0,7.0,7.0
7.0,0.0,,1.0,2.0,3.31015,,0.8,0.2836,0.0,40.0,40.0
12.785,0.0,,1.0,,3.31015,0.1212,-4.5,0.2537,7.0,9.8523625,114.0
,18.335,2.0,1.0,2.0,0.14,0.1212,0.74,0.2537,,101.0,106.0
10.0,0.0,23.461875,1.0,,0.16,0.1818,0.69,0.0,0.0,44.0,44.0
11.0,0.0,2.0,,1.0,0.16,0.2273,0.64,-10.116437499999998,7.0,21.289862499999998,50.0
12.0,0.0,2.0,1.0,1.0,0.2,0.2273,0.59,0.1045,7.0,-5.7539375,55.0
13.0,0.0,-13.976812500000001,1.0,1.0,0.22,,7.1,0.1642,3.0,-5.7539375,55.0
14.0,0.0,2.0,8.14,1.0,-2.35025,0.2273,0.55,0.194,9.0,49.0,58.0
15.0,0.0,2.0,1.0,1.0,,0.2273,0.48,0.194,-11.1,67.0,69.0
16.0,0.0,2.0,1.0,1.0,0.22,-2.875,0.51,,7.0,79.0,86.0
17.0,0.0,2.0,1.0,1.0,3.31015,0.2121,0.51,0.2239,8.0,188.0,196.0
-7.9750000000000005,0.0,2.0,1.0,1.0,0.22,0.2273,0.47,0.1343,6.0,161.0,167.0
-7.9750000000000005,0.0,2.0,1.0,1.0,0.2,0.1818,0.47,0.2836,4.0,114.0,
,0.0,,,1.0,0.2,0.197,0.47,0.2239,3.0,102.0,105.0
,0.0,2.0,1.0,1.0,0.2,4.125,0.47,,-10.0,80.0,-22.241687499999998
22.0,0.0,2.0,1.0,1.0,0.16,0.1515,0.43,17.2698625,1.0,76.0,-22.241687499999998
12.785,0.0,2.0,,1.0,,0.1515,0.43,0.2537,3.0,18.0,21.0
0.0,0.0,3.0,,1.0,3.31015,0.1364,0.5,0.194,,6.0,6.0
,0.0,3.0,,,0.14,0.1515,0.46,0.1642,-11.1,,4.0
2.0,0.0,3.0,1.0,1.0,0.12,0.1515,,0.1343,0.0,-12.616437499999998,1.0
3.0,0.0,3.0,15.568150000000001,1.0,0.12,0.1364,0.5,0.1642,-11.1,2.0,2.0
5.0,0.0,3.0,1.0,1.0,0.12,0.1515,-4.5,0.1045,0.0,8.0,8.0
6.0,0.0,3.0,,1.0,,0.1515,0.5,0.1045,0.0,36.0,36.0
,0.0,3.0,1.0,1.0,0.12,0.1515,7.1,0.1343,2.0,94.0,-22.241687499999998
8.0,18.335,3.0,1.0,9.75,0.14,0.1515,0.54,0.1642,8.0,227.0,
9.0,18.335,,1.0,,0.18,0.2121,0.51,0.0896,-11.1,,139.0
10.0,0.0,3.0,1.0,1.0,0.2,0.2576,0.4,,4.0,47.0,51.0
11.0,0.0,3.0,,1.0,-2.35025,0.2576,0.41,0.1045,16.0,53.0,69.0
12.0,0.0,3.0,1.0,1.0,0.26,0.2879,0.35,0.0896,11.0,,
13.0,18.335,3.0,,9.75,0.3,0.3182,,0.0896,-10.664375,78.0,87.0
14.0,0.0,3.0,1.0,1.0,0.32,0.3333,,0.1045,,21.289862499999998,78.0
15.0,0.0,3.0,1.0,1.0,3.31015,0.3485,0.25,0.0896,18.0,21.289862499999998,72.0
,0.0,3.0,,1.0,,,-4.5,0.0,15.0,79.0,94.0
17.0,0.0,3.0,1.0,9.75,-2.35025,0.3485,-4.5,17.2698625,15.0,207.0,
18.0,0.0,3.0,,1.0,0.32,0.3333,-4.5,0.0896,3.0,206.0,209.0
12.785,0.0,3.0,1.0,-2.5,3.31015,0.3333,0.33,0.0,6.0,-5.7539375,-22.322812499999998
20.0,0.0,-13.976812500000001,8.14,1.0,0.24,4.125,0.6,0.1642,18.259999999999998,-12.616437499999998,109.0
21.0,,3.0,1.0,9.75,0.24,0.2879,0.48,0.0,,,91.0
22.0,-11.225,13.8775,1.0,-6.25,-2.35025,0.2879,7.1,17.2698625,1.0,,61.0
23.0,-11.225,3.0,1.0,1.0,0.22,0.2576,0.55,0.0896,18.259999999999998,38.0,39.0
0.0,0.0,4.0,-9.28025,1.0,0.22,0.2576,0.55,,0.0,11.0,11.0
1.0,0.0,4.0,,1.0,0.22,0.2576,0.6,0.0896,0.0,7.0,7.0
,,4.0,1.0,1.0,0.2,0.2273,0.64,0.0896,0.0,4.0,4.0
3.0,,4.0,1.0,9.75,0.2,0.2121,0.64,0.1343,0.0,2.0,2.0
5.0,,,1.0,,0.2,,0.69,0.1343,1.0,3.0,-22.241687499999998
-7.9750000000000005,0.0,-8.462499999999999,1.0,-6.25,0.2,0.197,0.69,0.194,0.0,58.0,58.0
-7.9750000000000005,0.0,4.0,1.0,,0.2,0.197,0.72,0.194,0.0,-5.7539375,37.345012499999996
8.0,0.0,,1.0,1.0,,0.2273,0.7,,8.0,-5.7539375,252.0
-7.9750000000000005,,4.0,1.0,2.0,0.24,0.2121,-4.5,,,133.0,137.0
10.0,0.0,4.0,,2.0,0.26,0.2424,-4.5,0.2836,-11.1,49.0,57.0
11.0,18.335,23.3200875,1.0,2.0,0.32,0.2879,0.57,,8.0,-12.616437499999998,-22.241687499999998
-7.9750000000000005,0.0,4.0,,,0.36,-2.875,7.1,0.3582,10.0,85.0,95.0
13.0,0.0,4.0,1.0,2.0,0.38,0.3939,,,16.0,72.0,88.0
14.0,,4.0,1.0,2.0,0.4,0.4091,0.5,0.2985,2.0,67.0,69.0
12.785,0.0,4.0,1.0,3.0,0.4,,-4.5,0.3881,5.0,-12.616437499999998,
,0.0,-8.462499999999999,1.0,3.0,0.38,0.3939,0.62,0.2836,,67.0,71.0
17.0,0.0,4.0,1.0,,0.36,0.3485,0.66,0.194,9.0,168.0,177.0
18.0,0.0,4.0,1.0,2.0,-2.35025,0.303,0.87,,-11.1,21.289862499999998,-22.322812499999998
19.0,0.0,,1.0,,0.34,,0.93,0.2985,,,
,0.0,4.0,1.0,2.0,0.34,0.303,0.93,0.3582,2.0,,89.0
,0.0,13.8775,1.0,2.0,0.34,-4.0,0.87,0.3284,7.0,76.0,83.0
22.0,0.0,13.8775,1.0,,0.34,4.125,,0.2836,5.0,21.289862499999998,
23.0,,4.0,,2.0,0.32,0.303,0.93,0.2239,-11.1,47.0,50.0
12.785,0.0,,1.0,3.0,0.32,0.3485,0.93,0.0,,8.0,9.0
12.785,0.0,-8.462499999999999,1.0,2.0,3.31015,0.3485,1.0,0.0,1.0,9.0,10.0
2.0,0.0,5.0,1.0,2.0,0.32,-2.875,,0.0,,3.0,3.0
3.0,0.0,5.0,8.14,-2.5,,,0.93,0.1045,1.0,1.0,2.0
9.75,,5.0,1.0,2.0,0.32,,0.93,0.1045,1.0,5.0,6.0
6.0,0.0,5.0,-9.28025,3.0,0.34,0.3485,0.93,0.0896,0.0,11.0,11.0
,0.0,5.0,1.0,3.0,,0.3333,1.0,0.1343,-10.664375,34.0,35.0
8.0,,5.0,1.0,3.0,0.36,0.3485,0.93,,3.0,70.0,73.0
9.0,18.335,5.0,1.0,3.0,,0.303,0.93,0.3582,3.0,111.0,114.0
10.0,18.335,5.0,,3.0,0.42,6.0,,0.3284,,42.0,49.0
11.0,0.0,5.0,1.0,1.0,0.52,0.5,0.77,0.4478,9.0,50.0,59.0
12.0,0.0,5.0,,,-2.35025,0.5152,-4.5,0.4627,20.0,95.0,115.0
13.0,,5.0,1.0,3.0,0.54,0.5152,0.6,0.4627,6.0,77.0,83.0
9.75,-11.225,,1.0,,,0.5303,0.56,0.6119,14.0,71.0,85.0
15.0,0.0,5.0,1.0,1.0,0.46,0.4545,,0.806,5.0,50.0,55.0
,18.335,,1.0,1.0,0.32,0.2879,,0.4627,11.0,91.0,102.0
17.0,0.0,5.0,1.0,1.0,0.32,0.2727,-4.5,0.7463,8.0,181.0,
18.0,0.0,5.0,1.0,9.75,0.32,4.125,0.49,,7.0,150.0,157.0
19.0,0.0,13.8775,1.0,1.0,3.31015,,0.52,0.4478,-10.664375,86.0,
-6.25,-11.225,5.0,1.0,1.0,,0.2576,0.49,0.6119,2.0,60.0,37.3936875
-6.25,0.0,5.0,1.0,-6.25,3.31015,0.2576,0.48,,7.0,56.0,63.0
22.0,0.0,5.0,1.0,,,0.2121,0.48,0.4478,18.259999999999998,,50.0
9.75,-11.225,5.0,1.0,,,,0.48,-10.116437499999998,2.0,37.0,39.0
0.0,0.0,,-4.8999999999999995,1.0,0.24,0.2273,0.52,12.497037500000001,3.0,,
1.0,0.0,6.0,15.568150000000001,1.0,0.24,0.2121,-4.5,0.2985,2.0,25.0,27.0
2.0,0.0,6.0,0.0,1.0,3.31015,0.197,,0.3582,3.0,9.8523625,
3.0,,6.0,0.0,1.0,0.22,0.2273,0.55,0.1343,1.0,21.289862499999998,37.3936875
,0.0,-13.976812500000001,0.0,2.0,0.22,0.2576,0.6,0.0896,1.0,1.0,2.0
5.0,-11.225,-13.976812500000001,0.0,,0.22,0.2424,7.1,0.1045,1.0,9.0,10.0
6.0,-11.225,6.0,,1.0,0.22,0.2727,,0.0,1.0,6.0,-22.241687499999998
9.75,0.0,6.0,,,0.22,0.2576,-4.5,0.0896,,21.0,22.0
-7.9750000000000005,0.0,6.0,0.0,2.0,0.24,0.2879,0.6,0.0,18.259999999999998,55.0,57.0
9.0,0.0,6.0,0.0,2.0,,0.2576,0.56,-10.116437499999998,9.0,65.0,
10.0,0.0,6.0,0.0,2.0,0.3,0.303,0.49,0.1343,14.0,,85.0
11.0,,13.8775,0.0,1.0,,,7.1,0.0,26.0,,126.0
-6.25,0.0,6.0,0.0,,0.32,0.3182,0.45,0.1642,45.0,115.0,160.0
13.0,0.0,23.3200875,0.0,2.0,0.34,0.3182,0.42,0.2537,38.0,136.0,174.0
14.0,0.0,6.0,-9.28025,2.0,0.34,0.303,-4.5,-10.116437499999998,-10.664375,154.0,
15.0,0.0,6.0,0.0,2.0,0.36,0.3333,0.4,17.2698625,40.0,125.0,
16.0,-11.225,6.0,-9.28025,1.0,0.36,0.3333,0.46,0.2836,18.259999999999998,21.289862499999998,171.0
17.0,0.0,6.0,0.0,,-2.35025,0.3485,0.43,0.2239,53.0,,183.0
18.0,0.0,,,1.0,0.34,0.3333,0.46,,18.259999999999998,111.0,137.0
19.0,-11.225,-14.213125000000002,8.14,1.0,0.32,0.303,0.49,0.2537,30.0,64.0,94.0
12.785,0.0,6.0,0.0,1.0,0.3,-2.875,0.56,0.1642,8.0,60.0,68.0
-7.9750000000000005,0.0,6.0,0.0,1.0,,0.2727,7.1,0.2537,9.0,-5.7539375,68.0
22.0,0.0,6.0,0.0,1.0,,-2.875,0.75,0.2239,8.0,38.0,46.0
23.0,18.335,6.0,8.14,-6.25,0.28,,0.75,0.2836,5.0,29.0,34.0
0.0,,13.8775,-9.28025,1.0,0.26,-2.875,7.1,0.2836,8.0,26.0,34.0
1.0,0.0,,0.0,1.0,0.26,,0.87,0.194,7.0,30.0,37.0
2.0,0.0,0.0,0.0,9.75,0.26,0.2727,0.87,0.1343,2.0,,22.0
-6.25,0.0,0.0,0.0,1.0,,0.2879,0.87,0.0896,3.0,8.0,11.0
4.0,0.0,0.0,0.0,1.0,-2.35025,0.2424,,0.1343,0.0,2.0,2.0
6.0,0.0,13.8775,-4.8999999999999995,1.0,0.24,0.2879,0.87,0.0,2.0,9.8523625,
-6.25,0.0,23.3200875,-4.8999999999999995,,0.24,4.125,0.87,0.1343,6.0,-12.616437499999998,14.0
-6.25,0.0,0.0,0.0,1.0,0.26,0.303,0.87,17.2698625,,26.0,35.0
9.0,-11.225,0.0,15.568150000000001,1.0,0.28,0.303,-4.5,0.0896,17.0,-12.616437499999998,-22.322812499999998
10.0,0.0,0.0,0.0,1.0,0.3,0.303,0.81,,18.259999999999998,79.0,103.0
11.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.62,0.1343,33.0,92.0,125.0
,18.335,0.0,0.0,,0.4,6.0,0.54,,61.0,132.0,
,0.0,0.0,15.568150000000001,1.0,3.31015,0.4242,0.47,17.2698625,90.0,169.0,259.0
14.0,0.0,0.0,0.0,1.0,0.44,,7.1,0.0896,105.0,177.0,282.0
15.0,18.335,0.0,0.0,1.0,0.46,4.125,0.44,0.1343,98.0,163.0,261.0
16.0,0.0,0.0,0.0,1.0,0.48,0.4697,7.1,-7.4950625,98.0,,268.0
17.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.54,0.194,66.0,121.0,-22.241687499999998
18.0,0.0,0.0,0.0,1.0,3.31015,0.4091,-4.5,0.194,-10.664375,103.0,127.0
19.0,,0.0,0.0,1.0,0.4,,0.54,0.1343,16.0,21.289862499999998,102.0
20.0,0.0,0.0,0.0,,0.4,-2.875,0.54,0.0896,-11.1,72.0,81.0
21.0,0.0,0.0,0.0,1.0,,0.3939,0.62,0.1642,8.0,61.0,-22.241687499999998
22.0,0.0,0.0,0.0,2.0,3.31015,0.3939,0.62,0.1045,2.0,67.0,
23.0,0.0,0.0,,2.0,0.36,0.3485,0.62,0.1642,6.0,53.0,
0.0,-11.225,-8.462499999999999,1.0,2.0,0.36,,0.66,0.1045,5.0,25.0,30.0
1.0,,,1.0,3.0,0.34,0.303,0.87,,1.0,9.8523625,8.0
3.0,0.0,1.0,,3.0,0.32,0.3182,0.93,,0.0,,37.3936875
5.0,0.0,1.0,1.0,2.0,,0.3636,0.93,0.0,-11.1,4.0,5.0
6.0,18.335,,1.0,-6.25,3.31015,0.3485,,0.1045,1.0,27.0,28.0
,0.0,1.0,1.0,-6.25,0.36,0.3636,,0.1045,,90.0,92.0
8.0,0.0,1.0,1.0,2.0,0.34,0.303,0.93,0.2985,-10.664375,21.289862499999998,255.0
12.785,-11.225,1.0,1.0,1.0,0.42,0.4242,,0.2836,15.0,127.0,37.345012499999996
10.0,0.0,1.0,1.0,2.0,0.52,0.5,0.72,0.4925,13.0,-12.616437499999998,-22.241687499999998
11.0,0.0,13.8775,1.0,2.0,0.56,,0.64,-7.4950625,13.0,74.0,87.0
12.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.64,0.2985,0.0,36.0,36.0
13.0,0.0,,-9.28025,,,-2.875,,0.2239,1.0,31.0,32.0
14.0,0.0,1.0,1.0,3.0,0.42,0.4242,1.0,-10.116437499999998,1.0,,37.3936875
15.0,0.0,,1.0,,,,-4.5,0.2985,0.0,35.0,35.0
16.0,,1.0,1.0,3.0,0.42,0.4242,1.0,0.1343,2.0,40.0,42.0
,18.335,,1.0,3.0,0.4,0.4091,1.0,12.497037500000001,2.0,77.0,79.0
18.0,0.0,1.0,1.0,3.0,0.46,-2.875,-4.5,0.194,18.259999999999998,127.0,131.0
12.785,0.0,1.0,1.0,9.75,0.44,0.4394,0.88,0.6119,1.0,79.0,80.0
20.0,0.0,1.0,8.14,-6.25,,0.4394,0.88,0.6119,17.998625,,45.0
21.0,,1.0,1.0,2.0,3.31015,-2.875,0.87,,2.0,78.0,80.0
22.0,0.0,1.0,1.0,3.0,0.34,0.303,-4.5,0.4179,4.0,,
23.0,18.335,13.8775,1.0,2.0,0.32,0.2879,0.81,0.3881,0.0,45.0,
0.0,-11.225,2.0,1.0,3.5,0.3,0.2727,0.7,-10.116437499999998,0.0,7.0,7.0
1.0,0.0,2.0,-4.8999999999999995,9.75,0.26,0.2273,0.7,17.2698625,0.0,,3.0
2.0,0.0,2.0,,1.0,0.24,0.2121,0.65,0.3881,0.0,4.0,37.3936875
3.0,0.0,2.0,1.0,1.0,0.22,0.2121,0.69,0.2836,0.0,2.0,2.0
,0.0,2.0,1.0,1.0,0.22,0.2121,0.69,0.2537,0.0,1.0,1.0
,0.0,-8.462499999999999,,,0.2,0.1818,0.64,0.2836,1.0,,2.0
6.0,0.0,2.0,1.0,1.0,3.31015,0.1818,0.59,,0.0,,46.0
7.0,0.0,2.0,1.0,9.75,0.2,0.1818,0.59,0.3284,2.0,105.0,107.0
8.0,0.0,2.0,1.0,,0.2,0.1818,0.59,0.3881,10.0,204.0,214.0
12.785,0.0,2.0,15.568150000000001,1.0,,0.197,,0.4179,8.0,-5.7539375,124.0
-7.9750000000000005,0.0,2.0,1.0,1.0,0.24,0.2121,7.1,0.2836,18.259999999999998,55.0,68.0
11.0,0.0,2.0,1.0,1.0,,0.2727,0.45,0.2537,8.0,48.0,56.0
12.0,0.0,2.0,1.0,1.0,0.3,,0.39,0.1343,6.0,21.289862499999998,86.0
13.0,0.0,,1.0,1.0,0.32,0.3485,0.39,0.0,13.0,21.289862499999998,
14.0,0.0,-8.462499999999999,-9.28025,1.0,,0.3333,0.36,-10.116437499999998,18.259999999999998,61.0,79.0
15.0,0.0,2.0,8.14,1.0,0.34,,-4.5,0.0,7.0,57.0,-22.241687499999998
16.0,0.0,2.0,1.0,1.0,0.34,4.125,0.34,0.0896,10.0,,102.0
,0.0,2.0,,,,0.3485,0.34,0.0896,-10.664375,230.0,242.0
18.0,0.0,2.0,1.0,,0.32,0.3182,0.39,0.194,10.0,214.0,
19.0,0.0,23.3200875,1.0,1.0,0.3,0.303,0.49,0.1343,4.0,115.0,
12.785,0.0,2.0,1.0,1.0,0.3,-2.875,0.61,0.0896,2.0,86.0,88.0
21.0,,2.0,1.0,1.0,0.26,,0.56,0.0,8.0,55.0,63.0
,,2.0,8.14,1.0,,0.2727,0.62,0.1045,3.0,44.0,
23.0,18.335,2.0,1.0,1.0,0.24,0.2273,,0.2239,2.0,21.289862499999998,25.0
0.0,18.335,3.0,1.0,-2.5,0.22,0.2273,0.69,0.1642,,5.0,8.0
1.0,-11.225,3.0,,-2.5,0.22,0.2273,7.1,0.194,,4.0,4.0
2.0,0.0,3.0,,1.0,0.22,,0.69,0.194,0.0,2.0,2.0
3.0,-11.225,3.0,8.14,1.0,0.22,0.2121,7.1,-10.116437499999998,3.0,1.0,4.0
4.0,18.335,3.0,1.0,1.0,0.2,0.2121,,0.1343,1.0,21.289862499999998,-22.322812499999998
5.0,0.0,3.0,1.0,,0.22,0.2121,0.69,0.2239,0.0,5.0,5.0
,18.335,3.0,8.14,1.0,0.22,4.125,0.55,0.2537,17.998625,21.289862499999998,40.0
7.0,0.0,3.0,1.0,,0.22,0.2121,0.64,,2.0,108.0,110.0
8.0,0.0,3.0,,1.0,0.24,-2.875,0.65,0.2836,13.0,243.0,-22.322812499999998
9.0,0.0,13.8775,,1.0,0.28,0.2576,0.56,0.2985,7.0,141.0,148.0
10.0,0.0,3.0,,,0.32,4.125,0.49,0.2836,11.0,65.0,
11.0,,3.0,1.0,1.0,0.34,0.303,7.1,0.3284,8.0,65.0,
9.75,0.0,3.0,1.0,1.0,0.4,4.125,0.43,0.194,20.0,62.0,82.0
,,3.0,,1.0,0.5,4.125,,0.0,35.0,-5.7539375,125.0
-7.9750000000000005,18.335,3.0,1.0,-6.25,0.52,-2.875,7.1,,21.0,75.0,96.0
15.0,0.0,3.0,,1.0,0.54,-4.0,0.19,0.4179,,91.0,110.0
16.0,18.335,,1.0,1.0,0.54,,0.19,0.3284,27.0,112.0,139.0
17.0,0.0,3.0,8.14,1.0,,0.4848,7.1,0.2836,30.0,238.0,268.0
18.0,0.0,3.0,,1.0,0.46,0.4545,0.23,-10.116437499999998,8.0,193.0,
19.0,0.0,3.0,1.0,1.0,0.4,,0.28,17.2698625,6.0,144.0,150.0
20.0,0.0,3.0,1.0,1.0,0.36,4.125,0.29,0.4179,,86.0,95.0
21.0,0.0,3.0,1.0,1.0,0.34,0.2879,,0.4627,3.0,-5.7539375,
22.0,0.0,3.0,1.0,1.0,0.3,4.125,0.26,0.5522,4.0,9.8523625,48.0
,0.0,3.0,1.0,1.0,0.26,0.2121,0.3,-7.4950625,-11.1,22.0,22.0
0.0,-11.225,4.0,1.0,9.75,,0.197,0.3,0.4627,3.0,10.0,13.0
1.0,0.0,4.0,1.0,1.0,0.24,0.197,0.3,,0.0,-12.616437499999998,1.0
2.0,18.335,13.8775,1.0,1.0,0.2,0.1667,0.27,0.4627,-11.1,-12.616437499999998,
3.0,0.0,4.0,1.0,1.0,0.2,,0.27,0.4627,-11.1,-12.616437499999998,
4.0,0.0,4.0,1.0,1.0,0.16,,0.31,17.2698625,-11.1,21.289862499999998,1.0
5.0,-11.225,-13.976812500000001,1.0,1.0,,0.1212,,0.2985,1.0,7.0,8.0
6.0,0.0,4.0,1.0,-2.5,0.14,,0.33,0.2985,1.0,-12.616437499999998,35.0
7.0,0.0,4.0,1.0,1.0,-2.35025,0.0909,,0.4179,1.0,110.0,
8.0,0.0,,1.0,1.0,0.14,0.1212,0.39,0.2985,-11.1,21.289862499999998,
9.0,-11.225,4.0,1.0,1.0,,0.1364,7.1,17.2698625,-11.1,135.0,145.0
,18.335,4.0,,-2.5,3.31015,,0.29,0.194,7.0,49.0,56.0
11.0,0.0,-8.462499999999999,1.0,1.0,0.2,,,0.0896,10.0,9.8523625,50.0
12.785,0.0,4.0,1.0,,0.22,0.2273,0.25,,,65.0,72.0
-7.9750000000000005,18.335,4.0,1.0,1.0,3.31015,0.2576,0.25,0.0896,13.0,67.0,80.0
14.0,,4.0,8.14,1.0,0.24,0.2576,0.21,0.1045,,60.0,78.0
-7.9750000000000005,0.0,23.3200875,1.0,1.0,0.24,4.125,0.23,0.0,6.0,62.0,68.0
16.0,18.335,4.0,1.0,1.0,0.26,0.303,0.23,0.0,-11.1,65.0,71.0
17.0,0.0,4.0,8.14,1.0,-2.35025,-2.875,,0.0,17.0,185.0,202.0
18.0,0.0,4.0,1.0,1.0,0.24,0.2121,0.35,,6.0,161.0,167.0
,0.0,4.0,1.0,1.0,0.2,0.197,0.4,0.2537,5.0,101.0,106.0
20.0,0.0,4.0,1.0,1.0,0.2,0.2273,7.1,0.0896,1.0,69.0,70.0
21.0,0.0,4.0,1.0,1.0,0.18,,0.4,0.1045,3.0,48.0,37.3936875
,,4.0,1.0,1.0,0.2,,0.4,0.0,3.0,,
23.0,0.0,4.0,1.0,,3.31015,0.2121,0.43,0.0896,0.0,23.0,23.0
0.0,0.0,5.0,15.568150000000001,2.0,0.2,0.197,0.55,0.194,0.0,12.0,12.0
1.0,-11.225,5.0,,-6.25,,0.1818,-4.5,0.194,0.0,4.0,4.0
2.0,0.0,5.0,1.0,2.0,0.18,0.1818,0.64,0.194,0.0,2.0,2.0
,0.0,5.0,1.0,2.0,0.18,,0.74,0.2537,0.0,1.0,1.0
4.0,0.0,13.8775,1.0,-6.25,-2.35025,4.125,0.74,0.194,1.0,0.0,1.0
,0.0,5.0,1.0,2.0,0.16,0.1818,,,0.0,7.0,7.0
6.0,18.335,5.0,,2.0,0.16,0.197,,0.0896,1.0,28.0,
7.0,0.0,5.0,,1.0,0.16,0.1818,0.8,-10.116437499999998,0.0,83.0,83.0
8.0,0.0,-13.976812500000001,1.0,1.0,0.18,-2.875,0.74,0.1343,6.0,222.0,228.0
9.0,0.0,13.8775,8.14,1.0,0.22,0.2273,,0.1343,12.0,138.0,150.0
10.0,0.0,,1.0,1.0,0.24,0.2273,0.6,17.2698625,,56.0,66.0
11.0,0.0,5.0,1.0,1.0,0.28,0.2727,0.52,0.2239,,,89.0
,0.0,-13.976812500000001,1.0,9.75,0.32,0.303,-4.5,0.1642,10.0,87.0,97.0
13.0,0.0,5.0,1.0,1.0,0.34,0.3182,,0.2239,13.0,74.0,87.0
14.0,0.0,5.0,,,3.31015,0.3333,0.4,0.2836,-10.664375,65.0,95.0
-6.25,0.0,,,1.0,0.36,0.3333,0.4,0.2985,31.0,75.0,106.0
16.0,0.0,,1.0,1.0,0.36,0.3485,0.46,-10.116437499999998,17.0,101.0,-22.241687499999998
17.0,0.0,5.0,1.0,2.0,0.36,0.3333,,0.2537,22.0,-12.616437499999998,228.0
18.0,0.0,5.0,-9.28025,2.0,0.34,0.303,0.53,0.2985,15.0,172.0,187.0
19.0,,5.0,1.0,1.0,0.32,,0.61,0.2537,18.259999999999998,9.8523625,107.0
,0.0,5.0,,2.0,0.3,0.2879,,0.194,,,87.0
21.0,18.335,5.0,,2.0,0.3,0.2879,0.7,,6.0,64.0,
22.0,0.0,5.0,1.0,1.0,0.3,-2.875,0.7,0.194,4.0,40.0,44.0
23.0,18.335,5.0,1.0,2.0,0.3,,0.75,0.1642,6.0,40.0,46.0
,-11.225,-13.976812500000001,,2.0,0.28,0.2879,0.81,0.1045,4.0,15.0,
1.0,0.0,-8.462499999999999,,2.0,0.3,0.3182,0.81,0.1045,5.0,20.0,37.345012499999996
2.0,0.0,6.0,,2.0,0.3,,0.87,,5.0,15.0,20.0
3.0,-11.225,6.0,0.0,9.75,0.3,,7.1,0.194,,21.289862499999998,2.0
12.785,0.0,-8.462499999999999,0.0,2.0,0.3,0.303,,0.1642,0.0,1.0,1.0
