diameter,height,length,rings,sex,shell-weight,shucked-weight,viscera-weight,whole-weight
80.0,-9.75202740632843,103.0,7.0,3.0,34.0,50.0,24.9,112.5
80.0,25.0,104.0,8.0,0.0,29.8,50.8,27.8,111.8
80.0,28.0,105.0,8.0,155.0,34.7,73.7,incons,144.1
86.0,26.0,120.72338859871387,9.0,3.0,37.8,69.2,28.3,140.9
80.0,25.0,106.0,-55.75,0.0,35.0,130.25,30.2,151.5
82.0,28.0,109.0,9.0,1.0,incons,71.3,35.5,148.1
86.0,28.0,110.0,8.0,incons,38.9,75.0,43.6,168.0
85.0,32.0,110.0,9.0,0.0,43.0,68.6,40.7,91.65
86.0,30.0,112.0,8.0,1.0,194.375,90.6,-54.750000000000014,174.9
87.0,30.0,112.0,9.0,1.0,36.7,95.1,36.7,174.3
89.0,30.0,114.0,8.0,0.0,49.8,100.8,41.4,197.5
93.0,30.0,115.0,9.0,0.0,incons,119.0,41.3,incons
92.0,33.0,115.0,8.0,37.37170665868052,47.7,80.1,49.3,183.1
92.0,35.0,116.0,9.0,1.0,61.1,130.0,44.1,233.0
87.0,28.0,116.0,9.0,1.0,incons,95.0,43.3,190.6
91.0,incons,117.0,8.0,-33.08032681366716,46.7,-49.55000000000001,46.0,181.2
88.0,30.0,118.0,8.0,0.0,49.0,77.4,43.0,174.5
83.31156319624249,30.0,104.71052805515023,9.0,1.0,50.3,122.6,47.8,230.2
92.0,29.0,118.0,8.0,incons,55.0,90.6,44.1,198.1
incons,32.0,99.20000000000002,9.0,1.0,49.6790280666308,90.4,53.1,208.0
91.0,31.0,120.0,8.0,incons,50.0,87.3,41.7,189.0
93.0,40.0,120.0,9.0,0.0,71.4,128.1,39.7,251.8
97.0,incons,121.0,11.0,incons,55.3,90.7,-54.750000000000014,190.3
97.0,32.0,121.0,9.0,1.0,76.0,83.4,57.5,240.2
103.0,34.0,121.0,9.0,1.0,66.3,120.0,58.9,257.8
97.0,34.0,122.0,11.0,1.0,61.0,81.5248538729028,incons,220.1
95.0,-85.5,123.0,incons,3.0,50.2,70.6,38.3,168.5
incons,31.0,124.0,-55.75,0.0,50.0,92.4,46.2,209.8
87.0,31.0,124.0,8.0,1.0,55.0,-49.55000000000001,11.803585383635784,91.65
96.0,33.0,124.0,9.0,0.0,62.4,96.3,47.0,214.5
104.0,35.0,125.0,-6.816946130835074,0.0,69.3,138.2,64.4,282.1
94.0,36.0,125.0,-1.2345869318223741,0.0,61.0,incons,64.9,227.2
94.0,29.0,126.0,9.0,0.0,55.2,104.0,52.0,220.1
100.0,35.0,126.0,10.0,1.0,65.8,93.4,53.6,222.1
91.0,30.0,126.0,9.0,incons,61.0,96.2,54.9,226.3
96.0,30.0,126.0,11.0,0.0,62.0,132.1,48.5,254.2
98.0,45.0,126.0,10.0,1.0,64.9,136.1,51.8,267.2
101.0,29.0,127.0,10.0,1.0,63.0,101.0,53.1,226.9
102.0,37.0,127.0,8.0,0.0,75.4,108.8,63.6,261.6
103.0,41.0,128.0,9.0,1.0,80.5,132.7,66.9,306.7
103.0,35.0,129.0,10.0,1.0,83.0,140.7,73.0,309.2
102.0,31.0,129.0,11.0,0.0,86.0,128.1,71.7,incons
101.0,33.0,129.0,11.0,1.0,67.0,110.0,60.3,263.6
109.0,35.0,130.0,10.0,1.0,99.0,118.0,65.2,incons
103.0,35.0,130.0,10.0,0.0,80.0,135.4,60.9,279.28883238526805
100.0,32.0,130.0,152.25,1.0,63.9,140.4,60.8,276.5
97.0,28.0,99.20000000000002,-55.75,0.0,43.0,95.0,48.7,235.0
108.0,43.0,131.0,152.25,1.0,88.8,139.0,59.2,311.1
102.0,43.0,99.20000000000002,incons,0.0,194.375,177.7,81.9,356.7
incons,33.0,132.0,-9.212637467301402,0.0,58.337734284764515,117.8,70.2,274.8
68.24237982217196,36.0,133.0,10.0,1.0,79.0,-49.55000000000001,64.8,277.8
109.0,40.0,134.0,11.0,0.0,incons,166.6,74.8,30.15508538896684
102.0,168.5,134.0,10.0,0.0,69.0,130.2,89.5,305.3
100.0,38.0,134.0,10.0,-63.0,83.0,123.2,77.6,303.8
100.0,37.0,136.0,12.0,1.0,93.7,153.3,65.1,348.2
103.0,34.0,136.0,11.0,-19.54907274544869,79.0,168.3,61.2,322.3
105.0,40.0,138.0,12.0,0.0,92.2,183.3,66.5,-42.75000000000001
110.0,34.0,140.0,incons,1.0,64.0,150.7,65.3,336.8
111.0,40.0,140.0,11.0,0.0,119.0,146.0,73.3,371.6
112.0,33.0,141.0,10.0,0.0,77.6,159.4,81.9,335.0
113.0,1.58535012841514,144.0,-55.75,0.0,98.8,203.4,72.6,421.1
115.0,48.0,145.0,incons,0.0,100.3,270.2,incons,442.0
114.0,36.0,-44.400000000000006,10.0,-7.432550931728624,194.375,182.3,85.4,374.5
110.0,36.0,150.0,11.0,0.0,89.0,188.4,79.4,378.6
34.0,9.0,-44.400000000000006,19.455505056497053,3.0,2.6,3.8,2.2,91.65
42.0,11.0,99.20000000000002,5.0,3.0,6.7,8.3,3.4,20.2
43.0,14.0,incons,6.0,3.0,incons,9.4,3.1,24.2
46.0,17.0,60.0,6.0,155.0,8.3,10.0,3.5,incons
45.0,18.0,61.0,6.0,3.0,8.3,12.6,6.8,29.3
51.0,16.0,99.20000000000002,5.0,3.0,10.0,15.8,7.1,33.6
52.0,9.098022102142483,70.0,5.0,incons,-14.107221372375598,18.0,4.9,91.65
54.0,15.0,71.0,6.0,-2.1567897169323187,10.8,15.8,6.3,35.5
52.0,18.0,71.0,7.0,3.0,11.6,14.3,-6.5135653375067335,39.7
54.0,19.0,72.0,8.0,3.0,12.2,14.6,11.2,40.0
55.0,15.0,72.0,7.0,3.0,13.2,19.7,8.8,171.0578827353877
53.0,15.0,72.0,7.0,3.0,11.0,16.6,7.3,36.9
54.0,incons,73.0,7.0,3.0,13.2,18.7,10.5,44.5
54.0,19.0,74.0,152.25,3.0,13.0,19.4,-3.3676422277797045,281.1289768885806
111.8368705366484,16.0,-44.400000000000006,7.0,3.0,14.0,130.25,18.5,91.65
57.0,19.0,76.0,7.0,3.0,15.0,17.9,13.3,48.6
58.0,20.0,76.0,6.0,3.0,16.4,21.6,7.9,47.4
105.91258851084442,18.0,77.0,8.0,3.0,15.2,20.0,10.1,47.3
56.0,19.0,77.0,7.0,3.0,14.0,23.8,11.8,51.4
incons,18.0,77.0,8.0,3.0,16.7,30.5,11.2,61.6
-59.5,18.0,78.0,7.0,3.0,16.0,21.3,10.6,50.4
57.0,20.0,78.0,7.0,3.0,15.4,incons,12.4,56.2
58.0,20.0,78.0,incons,3.0,14.6,19.0,166.05,44.5
-59.5,59.40941608487984,82.0,8.0,3.0,19.1,25.8,63.167786321211395,60.8
60.0,18.0,82.0,8.0,3.0,15.0,28.2,11.5,56.0
65.0,20.0,83.0,7.0,3.0,19.3,27.8,12.5,62.6
65.0,22.0,85.0,8.0,3.0,18.0,27.0,9.6,63.4
170.5,16.0,85.0,7.0,3.0,19.0,26.2,11.7,60.6
67.0,20.0,87.0,7.0,3.0,22.0,130.25,incons,142.8603589979986
65.0,22.0,87.0,6.0,3.0,21.0,31.9,16.0,73.4
68.0,-85.5,90.0,8.0,3.0,21.0,27.7,12.8,64.9
67.0,22.0,90.0,7.0,3.0,26.9,36.2,17.0,83.9
72.0,7.363580615937352,incons,10.0,incons,29.4,41.7,17.1,91.4
70.0,22.0,-44.400000000000006,7.0,3.0,24.1,35.2,16.6,80.0
incons,22.0,92.0,-23.5624438777738,3.0,33.84526771732962,40.3,16.2,85.1
74.0,24.0,93.0,9.0,3.0,29.4,37.6,16.3,87.3
69.0,22.0,93.0,8.0,incons,24.0,36.5,14.7,78.6
71.0,25.0,99.47572114838704,8.0,3.0,31.0,42.0,19.7,99.8
100.94931713044609,29.0,120.38322653042765,8.0,3.0,38.0,38.20645556571553,27.4,257.39526208462047
72.0,-85.5,95.0,7.0,0.0,22.4,39.3,19.8,85.7
72.0,25.0,95.0,21.381705565376386,incons,52.52278117546858,41.0,26.1,98.1
170.5,25.0,96.0,9.0,155.0,35.0,35.8,-54.750000000000014,94.8
74.0,24.0,96.0,incons,3.0,30.0,50.2,22.8,107.2
71.0,incons,96.0,8.0,0.0,9.950347586950464,44.2,21.2,92.8
75.0,168.5,97.0,7.0,155.0,32.0,58.7,25.7,120.5
75.0,-85.5,98.0,8.0,incons,28.6,40.8,18.9,92.3
incons,27.0,98.0,8.0,incons,33.8,60.7,25.7,124.8
74.0,incons,99.0,8.0,3.0,30.0,41.5,18.2,94.3
80.0,21.0,99.0,8.0,3.0,38.0,50.1,25.3,120.4
80.0,24.0,100.0,8.0,3.0,35.26827974188511,52.2,28.6,123.2
78.0,24.0,100.0,8.0,3.0,34.6,49.1,29.4,119.1
75.0,28.0,100.0,9.0,3.0,33.8,47.5,27.0,111.8
incons,26.0,102.0,7.0,3.0,32.4,56.2,28.6,-42.75000000000001
75.0,22.0,99.20000000000002,152.25,155.0,30.0,68.26178225732916,26.2,121.3
72.0,25.0,103.0,9.0,3.0,27.6,36.3,25.0,94.5
170.5,21.0,103.0,10.0,3.0,25.5,42.6,24.6,94.9
79.0,25.0,103.0,8.0,3.0,34.0,64.0,28.0,132.7
78.0,25.0,103.0,8.0,3.0,37.0,47.6,-54.750000000000014,114.1
70.60719678867618,29.0,-44.400000000000006,9.0,incons,incons,59.3,31.9,incons
78.0,26.0,104.0,7.0,-63.0,37.9,47.1,incons,110.9
83.0,29.0,105.0,8.0,0.0,61.170171925591326,70.5,32.7,169.0
78.0,24.0,105.0,9.0,3.0,35.6,62.3,29.4,132.8
76.0,27.0,105.0,8.0,3.0,35.0,52.2,31.8,123.0
80.0,28.0,80.57468804053183,7.0,3.0,33.8,61.0,33.04046822512833,130.8
80.0,31.0,75.07316366056935,9.0,0.0,incons,56.4,32.1,141.4
84.0,24.0,106.0,7.0,3.0,35.4,67.95781395082092,28.2,119.3
86.0,27.0,106.0,10.0,3.0,42.7,49.0,29.1,125.1
80.0,29.0,106.0,incons,3.0,39.0,130.25,26.1,-42.75000000000001
84.0,26.0,106.0,11.0,3.0,49.8,74.9,33.4,167.3
106.65558296376798,26.0,107.0,7.0,3.0,35.0,56.7,32.4,131.4
86.0,34.0,108.0,9.0,3.0,48.0,74.5,36.3,167.2
85.0,28.0,108.0,46.30485334715839,3.0,50.0,-49.55000000000001,27.9,148.4
86.0,28.0,108.0,9.0,155.0,45.9,78.7,166.05,163.9
91.0,28.0,108.0,10.0,0.0,53.8,83.8,51.0,194.4
84.0,28.0,108.0,152.25,3.0,47.0,68.01656978633224,23.5,125.5
85.0,26.0,108.0,10.0,3.0,45.0,59.1,33.8,144.1
85.0,27.0,65.78327319040105,8.0,3.0,42.6,69.5,30.9,137.2
80.0,26.0,109.0,9.0,3.0,36.0,65.7,-54.750000000000014,137.2
93.82703502808621,24.0,109.0,8.0,3.0,194.375,-2.5905171530267666,23.1,108.6
84.0,25.0,109.0,8.0,3.0,44.0,71.6,22.4,143.4
incons,28.0,110.0,-55.75,0.0,51.8,65.4,33.7,152.5
85.0,168.5,-44.400000000000006,9.0,3.0,43.4,53.8,41.19765974815926,127.8
84.0,19.754088231783697,110.0,12.0,3.0,46.0,79.9,29.7,163.2
83.0,incons,110.0,8.0,3.0,44.3,74.6,32.0,156.3
85.0,30.0,131.68035207923327,152.25,3.0,42.0,-49.55000000000001,35.2,153.3
79.0,26.0,111.0,9.0,3.0,194.375,44.4,24.9,111.7
87.0,28.0,111.0,8.0,3.0,41.2,78.9,30.0,153.0
92.0,29.0,111.0,11.0,3.0,55.3,76.9,31.6,180.1
89.0,30.0,112.0,10.0,3.0,47.2,73.7,37.4,164.5
88.0,26.0,112.0,8.0,3.0,40.0,69.8,29.8,144.7
85.0,27.0,incons,10.0,0.0,52.9,65.3,44.2,169.8
84.0,incons,incons,9.0,3.0,46.2,incons,37.2,-130.1927417601979
88.0,30.0,113.0,9.0,1.0,54.0,87.0,29.8,172.6
88.0,25.0,113.0,9.0,0.0,43.0,71.9,incons,160.4
86.0,30.0,113.0,10.0,0.0,43.8,84.9,34.7,166.2
90.0,27.0,114.0,8.0,1.0,42.0,66.9,166.05,156.1
90.0,28.0,114.0,incons,0.0,49.0,67.7,29.6,159.0
87.0,34.0,99.20000000000002,9.0,3.0,50.0,80.0,33.2,169.6
86.0,29.0,114.0,10.0,3.0,56.3,70.8,28.8,166.6
incons,31.0,114.0,9.0,3.0,56.0,74.1,34.1,173.4
67.19683950750859,29.0,114.0,12.0,3.0,36.5,61.2,34.4,148.1
91.0,33.0,115.0,8.0,0.0,53.6,75.3,36.1,173.4
85.0,27.0,115.0,10.0,-63.0,47.8,-44.709693270800756,39.2,159.3
94.0,31.0,115.0,10.0,1.0,68.0,101.8,47.6,223.2
90.0,71.61515849537557,115.0,9.0,3.0,47.0,65.5,37.6,156.0
94.0,37.0,115.0,10.0,0.0,71.0,74.9,43.5,259.120612860623
93.0,39.0,-44.400000000000006,8.0,-63.0,94.0,incons,49.4,199.3
89.0,34.0,96.09845705075924,9.0,3.0,50.0,69.5,29.3,160.3
90.0,27.0,115.0,10.0,incons,50.8,72.3,35.2,161.4
87.0,30.0,115.0,8.0,1.0,72.0,92.1,43.6,91.65
89.0,incons,incons,9.0,0.0,47.8,80.1,39.6,-42.75000000000001
88.0,-85.5,115.0,10.315620157276904,0.0,55.0,96.6,33.2,192.3
87.0,30.0,116.0,incons,1.0,46.0,85.6,30.3,166.8
92.0,incons,116.0,14.531810364884464,0.0,59.0,93.8,44.5,206.7
86.0,-7.406729325481422,96.00107554503465,10.0,0.0,45.7,73.0,34.6,159.6
89.0,25.0,116.0,9.0,3.0,incons,60.6,28.1,141.9
89.0,28.0,117.0,10.0,1.0,50.6,86.1,44.1,-42.75000000000001
98.0,33.0,118.0,10.0,0.0,61.8,111.8,47.0,241.4
90.0,29.0,118.0,10.0,3.0,53.0,85.6,53.6,204.4
92.0,29.0,118.0,11.0,3.0,52.0,83.8,35.7,180.3
87.0,30.0,119.0,8.0,1.0,53.0,83.5,-54.750000000000014,180.0
90.0,28.0,119.0,incons,0.0,-80.625,79.3,38.8,167.6
57.53300868678376,29.0,119.0,10.0,0.0,50.7,92.6,41.3,191.8
92.0,30.0,119.0,8.0,3.0,47.0,75.4,38.5,166.7
170.5,31.0,99.20000000000002,8.0,1.0,60.0,85.4,40.9,194.7
95.0,30.0,120.0,-55.75,1.0,61.0,115.0,39.2,226.0
96.0,33.0,120.0,9.0,incons,-80.625,82.7,39.3,183.3
96.0,34.0,71.51022338053046,8.0,3.0,194.375,76.0,44.5,183.5
96.0,36.0,120.0,10.0,1.0,65.0,89.9,49.1,212.9
94.0,33.0,120.0,9.0,11.093594786666436,55.0,130.25,48.2,211.8
94.0,4.811949991088973,120.0,10.0,0.0,52.7,112.5,60.9,238.8
91.0,29.0,incons,9.0,1.0,55.0,93.6,35.5,195.5
95.0,29.0,121.0,8.0,0.0,54.0,76.7,38.1,176.8
94.0,29.0,121.0,-34.497201633061295,3.0,44.0,75.8,45.3,160.5
96.0,28.0,121.0,8.0,1.0,48.0,94.7,46.9,198.2
94.0,31.0,121.0,9.0,1.0,incons,78.6,44.8,194.8
101.0,36.0,121.0,11.0,1.0,86.2,145.7,9.014260430580936,286.8
95.0,31.0,122.0,10.0,0.0,53.2,91.3,45.6,196.6
93.0,32.0,122.0,10.0,1.0,56.0,96.7,50.3,214.5
97.0,10.247368710770726,122.0,12.0,1.0,61.7,120.5,58.3,248.1
94.0,32.0,122.0,9.0,0.0,58.9,89.8,46.9,204.4
95.0,32.0,122.0,10.0,1.0,75.8,130.25,44.6,223.1
170.5,25.0,incons,9.0,3.0,52.0,74.68442779996371,38.0,184.5
94.0,34.0,122.0,9.0,0.0,62.0,104.5,48.1,223.7
-59.5,36.0,122.0,-55.75,1.0,71.0,114.7,57.1,255.9
94.0,32.0,123.0,10.0,0.0,56.0,94.6,166.05,203.5
95.0,35.0,123.0,14.523758714043327,0.0,62.2,120.7,52.2,244.8
97.0,36.0,124.0,12.0,3.0,63.0,98.7,51.2,incons
103.0,31.0,124.0,12.0,1.0,67.0,133.7,52.1,265.1
103.0,35.0,124.0,13.0,0.0,50.9285693984872,107.0,48.2,244.2
108.0,33.0,124.0,11.0,1.0,71.4,99.9,48.7,227.8
98.0,32.0,124.0,11.0,3.0,61.0,89.2,49.2,-42.75000000000001
96.0,36.0,124.0,12.0,1.0,-80.625,116.4,53.9,244.3
94.0,28.0,124.0,9.0,3.0,7.780575546621982,71.9,incons,171.3
90.0,27.0,124.0,10.0,3.0,59.3,71.6,45.3,184.8
96.0,30.0,124.0,12.0,0.0,61.8,125.7,51.5,253.2
96.0,35.0,124.0,9.0,1.0,60.0,92.8,incons,208.1
98.0,33.0,125.0,11.0,0.0,66.5,97.9,52.3,223.3
95.0,32.0,125.0,10.0,0.0,62.1,100.1,47.1,216.9
100.0,34.0,125.0,9.0,0.0,70.8,-49.55000000000001,44.0,219.7
94.0,31.0,125.0,152.25,3.0,62.9,128.6,41.1,239.1
97.0,35.0,125.0,10.0,-63.0,74.1,135.3,52.3,-12.914008572356778
incons,30.0,125.0,9.0,3.0,55.6,87.6,57.3,208.8
37.34918364151964,34.0,126.0,9.0,0.0,incons,54.222684158664016,53.2,91.65
100.0,36.0,126.0,8.0,1.0,79.9,102.8,46.5,incons
98.0,34.0,126.0,11.0,0.0,67.8,105.1,-16.079825196900067,234.9
97.0,33.0,126.0,10.0,0.0,60.7,131.3,46.3,246.6
99.0,35.0,126.0,11.0,0.0,65.6,121.0,54.2,253.9
100.0,33.0,127.0,incons,3.0,72.3,143.0,68.9,297.8
100.0,34.0,127.0,12.0,0.0,83.6,122.2,61.8,286.9
98.0,35.0,127.0,10.0,155.0,61.0,-49.55000000000001,8.55426937959054,248.7
98.0,34.0,-44.400000000000006,9.0,1.0,76.0,107.7,53.3,252.3
101.0,33.0,128.0,10.0,1.0,72.0,104.3,53.9,244.7
103.0,36.0,128.0,10.0,-63.0,73.7,109.5,58.5,incons
105.0,incons,128.0,11.0,0.0,88.7,152.6,84.1,341.4
101.0,30.0,129.0,10.0,0.0,67.0,103.8,52.3,232.1
100.0,35.0,129.0,12.0,0.0,77.2,112.9,57.6,257.2
53.62647172034919,incons,71.97788804300183,14.0,incons,76.9,148.2,74.3,311.9
170.5,38.0,129.0,9.0,-2.135998420401917,96.0,-49.55000000000001,69.0,294.9
102.0,168.5,129.0,10.0,0.0,74.9,117.7,166.05,245.2
102.0,32.0,incons,9.0,0.0,63.4,133.3,61.8,266.0
102.0,-1.9696518866170898,129.0,9.0,1.0,63.0,116.3,55.2,248.3
incons,35.0,129.0,11.192753618615777,0.0,83.0,110.8,61.6,267.5
incons,38.0,incons,10.0,incons,72.0,114.6,72.4,272.6
97.0,30.0,129.0,9.0,155.0,66.0,113.9,166.05,244.3
96.0,38.0,129.0,12.0,1.0,70.0,138.5,58.1,274.2
99.0,31.0,58.8029213643023,-11.113947919792487,1.0,67.0,-49.55000000000001,63.9,91.65
101.0,38.0,130.0,11.0,0.0,78.2,118.0,46.0,254.8
incons,37.0,130.0,11.0,0.0,75.6,133.0,67.4,incons
102.0,15.32818780254832,99.20000000000002,9.0,incons,73.3,130.25,58.1,276.7
110.0,36.0,131.0,10.0,0.0,73.0,117.2,56.2,254.8
102.0,30.0,incons,9.0,1.0,194.375,95.9,44.6,208.6
101.0,38.0,131.0,12.0,1.0,85.0,118.7,54.9,269.7
101.0,39.0,131.0,11.0,40.863798190004715,72.6,137.6,76.1,-42.75000000000001
100.0,33.0,132.0,9.0,0.0,68.2,133.4,53.8,263.9
107.0,35.0,132.0,12.0,1.0,83.0,142.2,incons,303.5
106.0,39.0,99.20000000000002,10.0,0.0,99.0,130.1,65.9,310.1
102.0,33.0,132.0,-55.75,-63.0,incons,153.7,70.9,327.5
105.0,-85.5,133.0,11.0,0.0,70.6,132.7,76.9,288.6
101.0,32.0,133.0,11.0,0.0,73.3,122.9,50.6,257.8
101.0,32.0,133.0,11.0,1.0,30.576762587156317,126.2,58.5,258.3
104.0,35.0,133.0,12.0,incons,79.0,121.2,64.0,274.5
100.0,35.0,133.0,9.0,0.0,63.0,121.5,62.8,incons
incons,32.0,134.0,-55.75,0.0,61.6,125.1,62.2,incons
104.0,33.0,52.49375193072722,11.0,0.0,-80.625,142.2,10.342479912307894,278.0
104.0,38.0,134.0,13.0,1.0,85.5,incons,61.9,264.0
110.0,31.0,-44.400000000000006,10.0,1.0,70.8,171.6,67.8,313.2
108.0,168.5,134.0,11.0,1.0,93.0,148.0,66.1,323.8
105.0,32.0,135.0,13.0,0.0,70.9,11.742635907750014,55.1,256.7
102.0,39.0,135.0,10.0,1.0,79.51642238953934,120.9,0.4350518555297498,-42.75000000000001
104.0,39.0,99.20000000000002,10.0,155.0,82.5,incons,78.2,290.7
102.0,40.0,-44.400000000000006,-22.1823539693088,1.0,194.375,142.8,67.8,321.5
104.0,30.0,137.0,11.0,0.0,111.25013189533308,143.7,58.6,274.7
113.0,35.0,53.76990938796705,11.0,incons,87.6,155.5,75.0,327.6
110.0,incons,138.0,12.0,1.0,92.0,137.4,166.05,143.61534643690007
113.0,incons,140.0,10.0,0.0,108.0,168.9,78.7,incons
107.0,35.0,incons,15.0,32.839481806923686,102.4,136.1,96.0,354.6
170.5,34.0,141.0,11.0,-63.0,53.0,128.7,166.05,316.0
115.0,168.5,142.0,1.1830907660502028,0.0,100.4,197.9,89.5,401.8
114.0,39.0,142.0,12.0,24.186337845812446,96.0,198.5,incons,396.1
108.0,41.0,142.0,10.0,1.0,87.0,160.4,-54.750000000000014,316.1
112.0,44.0,142.0,11.0,0.0,-80.625,184.3,90.8,incons
114.0,40.0,144.0,10.0,0.0,97.0,183.8,73.2,365.5
110.0,41.0,69.03755000338973,13.0,0.0,194.375,229.1,incons,425.0
105.0,36.0,144.0,7.0,1.0,87.0,126.2,64.3,289.0
113.0,42.0,145.0,14.0,1.0,100.6,206.0,97.4,428.5
112.0,38.0,146.0,11.0,1.0,113.1,159.8,103.9,388.5
118.0,43.0,147.0,11.0,0.0,194.375,145.5,80.6,349.4
113.0,41.0,148.0,12.0,1.0,96.4,193.1,103.7,423.8
113.0,43.0,150.0,11.0,1.0,-80.625,154.7,96.5,191.49047382413968
119.0,41.0,150.0,12.0,0.0,79.4641115054938,216.6,84.2,444.1
124.0,39.0,154.0,12.0,0.0,128.4,223.1,45.0669001757288,503.1
126.0,50.0,155.0,incons,0.0,115.6,269.7,152.0,555.9
35.0,18.0,55.0,5.0,3.0,14.1,19.2,11.4,46.3
170.5,20.0,75.0,6.0,incons,22.5,33.2,18.2,78.8
incons,27.0,75.0,-15.597820607286739,1.0,33.5,54.4,26.2,119.4
56.0,25.0,78.0,7.0,10.882305510868726,28.6,60.7,19.1,112.8
-59.5,24.0,87.0,8.0,3.0,incons,51.8,27.8,119.3
64.0,24.0,89.0,7.0,0.0,23.4,-49.55000000000001,-54.750000000000014,45.74732625716791
67.0,21.0,91.0,incons,3.0,20.0,45.8,9.27017461479322,incons
65.0,27.0,91.0,8.0,3.0,42.2,80.1,34.3,91.65
69.0,22.0,91.0,8.0,3.0,24.3,41.4,17.1,-42.75000000000001
32.49269672729687,17.972668304189664,93.0,10.0,3.0,incons,72.4,30.7,152.3
27.694245221769457,23.0,93.0,7.0,0.0,24.0,59.0,27.9,115.9
73.0,incons,97.0,8.0,3.0,36.4,39.0,24.6,104.1
74.0,31.0,97.0,9.0,incons,-80.625,83.8,49.1,91.65
69.0,32.0,97.0,9.0,3.0,63.8,24.849729456565193,37.0,173.8
incons,32.0,98.0,8.0,1.0,56.5,incons,43.0,175.9
74.0,30.0,100.0,152.25,incons,59.2,98.8,44.6,212.3
70.0,31.0,103.0,9.0,0.0,54.6,83.7,39.6,184.5
79.0,27.0,103.0,8.0,0.0,50.4,94.4,49.9,201.4
73.0,34.0,105.0,10.0,0.0,incons,87.6,44.5,192.1
76.0,25.0,105.0,7.0,0.0,incons,60.6,31.0,130.0
82.0,28.0,106.0,8.0,0.0,42.1,69.9,34.3,150.9
85.0,27.0,-44.400000000000006,8.0,1.0,32.150360498318065,75.3,36.3,154.2
77.0,36.0,107.0,8.0,3.0,60.8,99.1,45.9,incons
84.0,33.0,109.0,8.0,3.0,1.9859347946444785,84.7,43.9,178.7
83.0,incons,incons,10.0,1.0,80.6,113.4,63.6,91.65
77.0,30.0,109.0,9.0,1.0,56.9,108.5,48.9,223.7
76.0,33.0,110.0,10.0,1.0,194.375,108.6,58.8,241.0
84.0,incons,110.0,10.0,0.0,68.8,126.5,62.2,268.1
91.0,35.0,114.0,incons,0.0,58.0,96.1,42.9,204.0
88.0,37.0,99.20000000000002,10.0,0.0,49.7,101.5,44.9,-42.75000000000001
90.0,26.0,115.0,10.0,3.0,42.6,80.6,34.3,-42.75000000000001
86.0,34.0,116.0,10.0,1.0,83.1,130.7,64.8,296.0
91.0,29.0,117.0,10.0,0.0,51.6,78.9,53.7,190.6
-59.5,30.0,117.0,8.0,3.0,50.6,79.5,40.7,178.3
99.0,35.0,120.0,-55.75,-28.023349056844932,65.7,123.9,56.8,260.1
93.0,17.057430887118265,120.0,9.0,0.0,50.2,99.5,44.1,207.6
95.0,35.0,121.0,9.0,0.0,68.6,111.5,61.1,250.5
95.0,30.0,121.0,10.0,0.0,59.4,115.0,46.4,230.0
170.5,30.0,122.0,11.0,1.0,60.1,103.9,51.5,222.7
91.0,29.0,123.0,10.0,incons,63.0,100.9,47.6,223.1
94.0,29.0,124.0,10.0,0.0,51.3,102.2,-54.750000000000014,217.3
99.0,35.0,125.0,9.0,0.0,-80.625,116.3,57.2,250.8
incons,37.0,125.0,incons,0.0,68.8,30.81171741087278,50.7,233.8
99.0,39.0,127.0,11.0,-63.0,69.5,89.0,62.3,185.00585907563263
95.0,30.0,127.0,10.0,incons,58.2,106.6,61.4,236.9
95.0,28.0,128.0,8.0,incons,62.0,97.9,-54.750000000000014,214.5
100.0,32.0,129.0,9.0,-6.9570733504721805,63.0,134.4,65.2,276.3
105.0,38.0,130.0,11.0,0.0,79.3,155.4,73.7,322.5
97.0,32.0,130.0,10.0,0.0,61.5,114.3,55.7,347.9
104.0,40.0,131.0,incons,1.0,incons,142.6,62.8,309.5
109.0,38.0,131.0,10.0,0.0,75.6,126.5,66.6,284.9
103.0,37.0,133.0,11.0,1.0,87.5,111.9,58.6,268.1
106.0,35.0,135.0,10.0,1.0,43.753055782733945,135.5,66.0,289.3
107.0,35.0,137.0,9.0,1.0,84.3,143.5,75.5,316.9
110.0,37.0,139.0,10.0,1.0,79.3,161.0,80.3,335.8
106.0,38.0,139.0,11.0,0.0,194.375,-22.8823764885057,87.2,91.65
109.0,168.5,141.0,13.0,1.0,92.9,121.5,73.5,307.9
110.0,39.0,144.0,9.0,1.0,100.3,214.3,85.3,incons
112.0,36.0,144.0,11.0,0.0,88.5,138.2,75.0,317.3
115.0,42.0,146.0,11.0,0.0,128.6,106.2799255808371,81.8,413.8
27.0,8.0,37.0,5.0,3.0,1.8,2.1,1.1,5.4
36.0,11.0,48.0,4.0,3.0,incons,4.7,2.6,196.89409477267108
43.0,15.0,62.0,7.0,3.0,7.2,11.3,5.5,25.5
52.0,168.5,68.0,63.93082719422973,3.0,12.0,16.3,6.7,37.7
53.0,-12.339447920065687,70.0,7.0,3.0,-80.625,18.0,8.4,40.0
54.0,17.0,73.0,-55.75,3.0,13.0,-49.55000000000001,6.5,39.4
55.0,17.0,73.0,7.0,3.0,15.0,19.6,7.5,44.6
-59.5,15.0,73.0,6.0,3.0,14.0,19.0,8.9,44.3
62.0,21.0,78.0,8.0,3.0,24.908872400130466,-49.55000000000001,10.5,53.3
60.0,18.0,81.0,incons,3.0,22.0,20.6,13.4,53.8
